OrderID,CustomerName,Email,Phone,Region,Category,OrderDate,Quantity,UnitPrice
5470,Robert Jackson,robert.jackson73@example.com,(995) 858-2934,West,Apparel,2025-08-23,5.0,160.67
5714,Linda Jones,Unknown,(451) 284-8606,South,Apparel,2025-03-16,6.0,179.56
5421,David Gonzalez,david.gonzalez47@example.com,(577) 527-4730,Central,Beauty,2025-07-31,7.0,298.13
5177,Joseph Smith,joseph.smith75@example.com,(582) 573-3825,South,Beauty,2025-02-26,5.0,267.44
5597,Karen Lopez,karen.lopez11@example.com,(580) 504-5042,Central,Electronics,2025-05-31,2.0,27.87
5208,Thomas Smith,Unknown,(711) 606-2808,North,Apparel,2025-01-13,1.0,117.04
5422,James Taylor,james.taylor41@example.com,Unknown,North,Apparel,2025-06-02,8.0,141.8
5013,Charles Brown,charles.brown26@example.com,(525) 873-7885,Central,Home & Living,2025-06-29,5.0,28.47
5440,John Moore,john.moore90@example.com,(617) 873-7969,East,Electronics,2025-01-24,6.0,144.71
5695,Charles Hernandez,Unknown,(210) 779-7077,West,Apparel,2025-05-11,6.0,158.93
5575,Jennifer Martin,jennifer.martin13@example.com,(618) 270-7006,Central,Apparel,2025-02-18,7.0,129.31
5557,Thomas Smith,thomas.smith87@example.com,(959) 360-9878,East,Apparel,2025-08-18,4.0,21.55
5335,John Brown,john.brown36@example.com,(588) 504-8251,Central,Apparel,2025-01-29,4.0,94.63
5444,Linda Anderson,linda.anderson9@example.com,(794) 526-1873,Central,Apparel,2025-08-08,1.0,20.89
5180,Elizabeth Davis,elizabeth.davis4@example.com,(627) 310-7551,Central,Beauty,2025-02-14,3.0,62.76
5385,Karen Lopez,karen.lopez81@example.com,(550) 491-1165,North,Beauty,2025-01-29,5.0,43.12
5345,Michael Thomas,michael.thomas75@example.com,(635) 712-6040,South,Electronics,2025-07-16,3.0,65.22
5282,Barbara Rodriguez,barbara.rodriguez4@example.com,(803) 733-5531,Central,Apparel,2025-07-03,1.0,97.26
5229,Linda Smith,linda.smith35@example.com,(605) 514-2421,North,Home & Living,2025-07-05,5.0,211.51
5152,Robert Wilson,robert.wilson6@example.com,(782) 564-3823,West,Electronics,2025-03-10,5.0,26.63
5674,David Anderson,davidanderson,(609) 578-7349,East,Electronics,2025-07-23,7.0,207.68
5355,Thomas Jackson,thomas.jackson20@example.com,(236) 735-7129,West,Electronics,2025-06-07,4.0,80.84
5729,Patricia Smith,patricia.smith29@example.com,(461) 947-2217,South,Apparel,2025-08-13,3.0,91.78
5323,Linda Lopez,linda.lopez4@example.com,(331) 488-8218,North,Apparel,2025-04-20,5.0,37.56
5297,Susan Williams,susan.williams56@example.com,(916) 867-3460,Central,Electronics,2025-05-15,3.0,164.61
5609,Mary Jackson,mary.jackson47@example.com,(872) 880-6356,North,Apparel,2025-03-12,3.0,188.36
5311,William Anderson,william.anderson37@example.com,(733) 221-3539,Central,Beauty,2025-01-14,2.0,132.41
5364,Elizabeth Martin,elizabeth.martin98@example.com,(666) 527-3005,North,Electronics,2025-06-24,7.0,285.29
5380,Mary Thomas,mary.thomas76@example.com,Unknown,East,Beauty,2025-07-21,1.0,142.76
5029,Jennifer Wilson,jennifer.wilson76@example.com,(509) 954-3283,West,Electronics,2025-08-08,4.0,20.3
5060,Richard Hernandez,richard.hernandez36@example.com,(320) 709-8690,South,Home & Living,2025-07-13,8.0,17.57
5783,Elizabeth Garcia,elizabeth.garcia36@example.com,(303) 761-6666,East,Home & Living,2025-03-02,5.0,82.57
5166,Charles Anderson,charles.anderson25@example.com,Unknown,Central,Electronics,2025-04-20,1.0,34.26
5179,Mary Martinez,mary.martinez46@example.com,(316) 666-6229,West,Home & Living,2025-07-02,2.0,242.13
5149,Jennifer Jackson,jennifer.jackson24@example.com,(222) 882-4297,South,Apparel,2025-03-05,5.0,258.24
5538,Susan Garcia,susan.garcia88@example.com,(490) 869-4214,Central,Home & Living,2025-01-06,5.0,188.56
5471,Jessica Thomas,jessica.thomas37@example.com,(593) 785-5161,South,Apparel,2025-03-24,8.0,73.18
5743,Charles Moore,charles.moore62@example.com,(570) 787-9056,West,Electronics,2025-03-16,7.0,168.78
5554,William Thomas,william.thomas25@example.com,(571) 388-3274,East,Home & Living,2025-06-18,5.0,285.56
5344,Richard Martin,richard.martin1@example.com,(639) 650-6582,South,Beauty,2025-04-16,3.0,80.41
5826,William Johnson,william.johnson91@example.com,(988) 952-7732,East,Apparel,2025-05-07,3.0,41.01
5061,David Wilson,david.wilson71@example.com,(725) 609-9042,East,Apparel,2025-05-20,4.0,117.81
5592,Jennifer Jackson,jennifer.jackson21@example.com,(690) 789-2397,South,Apparel,2025-07-26,5.0,184.4
5770,Patricia Miller,patricia.miller77@example.com,Unknown,Central,Home & Living,2025-07-01,5.0,199.56
5361,Jennifer Anderson,jennifer.anderson47@example.com,(229) 836-1287,North,Beauty,2025-01-02,1.0,293.25
5772,Sarah Jackson,sarah.jackson74@example.com,(382) 741-1264,Central,Beauty,2025-08-01,1.0,255.57
5200,William Lopez,william.lopez53@example.com,(664) 679-1806,North,Home & Living,2025-04-15,6.0,229.12
5706,Richard Jones,richard.jones5@example.com,(548) 444-6295,North,Beauty,2025-01-04,3.0,72.89
5525,David Lopez,david.lopez75@example.com,(949) 384-8025,Central,Apparel,2025-04-30,6.0,265.91
5289,Jennifer Hernandez,jennifer.hernandez57@example.com,(822) 782-7242,East,Beauty,2025-07-28,3.0,132.34
5759,Elizabeth Hernandez,elizabeth.hernandez88@example.com,(620) 656-6067,East,Beauty,2025-01-21,4.0,216.41
5332,Linda Martin,linda.martin90@example.com,(450) 531-1893,Central,Electronics,2025-01-22,2.0,271.18
5366,David Martin,david.martin79@example.com,(993) 997-9842,West,Beauty,2025-04-18,8.0,61.29
5426,Elizabeth Rodriguez,elizabeth.rodriguez43@example.com,(502) 329-4745,Central,Home & Living,2025-01-01,1.0,20.17
5270,Michael Brown,michael.brown18@example.com,Unknown,East,Beauty,2025-08-15,4.0,33.08
5425,Barbara Gonzalez,barbara.gonzalez19@example.com,(564) 769-3045,West,Apparel,2025-08-21,7.0,65.77
5453,Richard Jackson,richard.jackson4@example.com,(368) 444-2898,West,Apparel,2025-05-23,8.0,294.76
5787,Joseph Jackson,joseph.jackson95@example.com,(445) 789-4895,West,Beauty,2025-08-06,7.0,246.58
5276,William Rodriguez,william.rodriguez33@example.com,(288) 869-2697,Central,Electronics,2025-04-14,4.0,129.61
5209,Richard Jackson,richard.jackson23@example.com,(354) 541-7914,Central,Electronics,2025-06-24,8.0,288.09
5194,Jennifer Brown,jenniferbrown,(444) 390-3720,East,Home & Living,2025-07-06,1.0,24.94
5708,Jessica Jackson,jessica.jackson3@example.com,(859) 292-3056,North,Home & Living,2025-04-05,6.0,220.77
5845,Barbara Hernandez,barbara.hernandez13@example.com,(434) 272-9196,Central,Home & Living,2025-04-14,3.0,39.6
5782,Mary Martinez,mary.martinez40@example.com,(889) 248-2269,East,Electronics,2025-05-11,8.0,245.88
5501,Linda Jackson,Unknown,(316) 265-9047,North,Home & Living,2025-06-04,3.0,211.45
5214,Thomas Martin,thomas.martin90@example.com,(396) 342-9469,Central,Beauty,2025-01-26,5.0,86.45
5331,Thomas Miller,thomas.miller38@example.com,(865) 484-1190,Central,Apparel,2025-05-02,8.0,158.93
5396,David Martinez,david.martinez16@example.com,(390) 602-7188,East,Apparel,2025-02-26,8.0,230.37
5448,Karen Rodriguez,karen.rodriguez52@example.com,(860) 293-5856,South,Beauty,2025-02-05,8.0,154.85
5749,Linda Thomas,linda.thomas38@example.com,(638) 641-5512,Central,Beauty,2025-06-01,2.0,218.77
5134,Sarah Martinez,sarah.martinez42@example.com,(308) 734-6869,West,Apparel,2025-03-10,8.0,272.77
5347,Sarah Taylor,sarah.taylor3@example.com,(457) 298-6839,Central,Home & Living,2025-06-26,2.0,10.96
5446,David Martin,david.martin63@example.com,(218) 973-1180,East,Electronics,2025-03-21,1.0,158.93
5197,Michael Garcia,michael.garcia77@example.com,Unknown,North,Home & Living,2025-05-09,1.0,33.52
5407,Charles Johnson,charles.johnson11@example.com,(524) 824-3351,North,Home & Living,2025-06-02,7.0,132.44
5738,Robert Lopez,robert.lopez85@example.com,(619) 509-8394,West,Beauty,2025-07-30,2.0,221.4
5719,Barbara Rodriguez,Unknown,(759) 987-4503,West,Electronics,2025-04-26,8.0,130.24
5073,Karen Thomas,karen.thomas61@example.com,Unknown,South,Home & Living,2025-07-26,5.0,169.75
5072,Elizabeth Thomas,elizabeth.thomas29@example.com,(724) 391-4997,East,Beauty,2025-04-24,7.0,113.7
5837,William Rodriguez,william.rodriguez84@example.com,(256) 327-5254,Central,Beauty,2025-09-06,2.0,14.69
5595,Charles Lopez,charles.lopez96@example.com,(751) 788-8858,South,Electronics,2025-05-17,4.0,283.82
5710,Patricia Wilson,patricia.wilson15@example.com,(647) 265-6567,North,Beauty,2025-06-21,7.0,219.63
5359,David Rodriguez,Unknown,(842) 756-2520,South,Apparel,2025-06-27,5.0,158.93
5360,Jennifer Thomas,jennifer.thomas51@example.com,Unknown,East,Home & Living,2025-04-23,3.0,70.71
5428,Jennifer Johnson,jennifer.johnson78@example.com,(602) 940-1164,Central,Home & Living,2025-04-28,2.0,137.64
5545,Susan Miller,susan.miller75@example.com,(418) 350-2695,South,Beauty,2025-07-29,7.0,237.85
5342,Susan Martin,susan.martin78@example.com,(380) 890-8378,Central,Beauty,2025-02-22,3.0,91.52
5449,Charles Wilson,charles.wilson68@example.com,(238) 860-4992,East,Electronics,2025-01-09,5.0,213.5
5833,James Taylor,james.taylor77@example.com,(274) 221-7793,Central,Apparel,2025-07-13,1.0,87.45
5038,Mary Williams,mary.williams38@example.com,(494) 798-2481,West,Apparel,2025-03-29,8.0,200.22
5613,Sarah Wilson,sarah.wilson16@example.com,(440) 231-2401,West,Electronics,2025-11-04,4.0,215.8
5369,Patricia Martinez,patricia.martinez15@example.com,(511) 958-1856,South,Apparel,2025-01-22,4.0,91.19
5024,Mary Brown,mary.brown28@example.com,(945) 560-9725,East,Apparel,2025-07-06,7.0,32.7
5204,David Thomas,david.thomas16@example.com,(414) 386-5497,East,Home & Living,2025-03-04,6.0,192.8
5085,Joseph Miller,joseph.miller50@example.com,(701) 230-3004,South,Apparel,2025-08-02,6.0,242.46
5514,Robert Johnson,robert.johnson22@example.com,(906) 624-8186,South,Electronics,2025-10-08,8.0,92.84
5118,Thomas Anderson,thomas.anderson41@example.com,(245) 306-5467,North,Electronics,2025-01-23,6.0,216.84
5534,Charles Anderson,charles.anderson53@example.com,(646) 345-8528,West,Apparel,2025-06-26,8.0,270.79
5842,Thomas Martinez,thomas.martinez8@example.com,(859) 533-9439,North,Home & Living,2025-05-06,8.0,178.07
5616,Robert Miller,robert.miller15@example.com,(402) 774-6479,Central,Home & Living,2025-02-13,4.0,11.19
5668,Richard Gonzalez,richard.gonzalez10@example.com,(253) 957-2621,South,Home & Living,2025-04-08,4.0,258.42
5750,Joseph Moore,joseph.moore18@example.com,(570) 955-5342,North,Apparel,2025-08-11,6.0,21.01
5139,Sarah Lopez,sarah.lopez30@example.com,Unknown,East,Electronics,2025-01-08,3.0,71.23
5850,John Rodriguez,john.rodriguez1@example.com,(735) 281-5973,East,Beauty,2025-06-27,4.0,62.12
5808,Barbara Thomas,barbara.thomas79@example.com,(214) 287-1668,Central,Electronics,2025-02-14,4.0,76.26
5127,Karen Moore,karen.moore20@example.com,(776) 478-4078,South,Beauty,2025-04-21,3.0,179.98
5504,Thomas Johnson,thomasjohnson,(782) 368-1761,East,Apparel,2025-04-01,8.0,283.99
5620,Linda Rodriguez,linda.rodriguez58@example.com,(573) 360-6053,South,Electronics,2025-01-07,1.0,104.13
5582,James Garcia,james.garcia9@example.com,(509) 471-6066,West,Electronics,2025-03-23,7.0,156.81
5840,John Brown,john.brown14@example.com,(746) 656-1234,East,Apparel,2025-02-26,2.0,199.11
5758,Karen Rodriguez,karen.rodriguez12@example.com,(387) 995-3924,West,Home & Living,2025-08-01,1.0,178.18
5353,Patricia Hernandez,patricia.hernandez49@example.com,(821) 599-4495,East,Beauty,2025-04-11,8.0,290.57
5424,Jennifer Lopez,jennifer.lopez94@example.com,(748) 627-9172,North,Home & Living,2025-03-30,8.0,66.6
5767,Joseph Miller,joseph.miller65@example.com,(260) 810-5591,North,Beauty,2025-02-23,7.0,34.66
5728,Elizabeth Hernandez,elizabeth.hernandez3@example.com,(222) 249-2488,North,Apparel,2025-02-14,6.0,223.43
5705,Sarah Jackson,sarah.jackson42@example.com,(847) 299-6166,Central,Home & Living,2025-08-18,2.0,240.69
5647,Sarah Wilson,sarah.wilson23@example.com,(649) 601-8261,East,Home & Living,2025-03-09,1.0,139.13
5489,Thomas Jackson,thomas.jackson74@example.com,(413) 878-4146,South,Home & Living,2025-06-23,6.0,70.36
5662,Jennifer Martinez,jennifer.martinez4@example.com,(360) 814-5316,East,Beauty,2025-01-13,1.0,158.93
5704,Elizabeth Hernandez,elizabeth.hernandez18@example.com,(230) 477-9688,North,Home & Living,2025-03-26,5.0,105.74
5652,Thomas Brown,thomas.brown82@example.com,(546) 918-3613,Central,Apparel,2025-07-23,2.0,208.65
5455,Joseph Jones,joseph.jones95@example.com,(740) 976-9869,East,Home & Living,2025-08-26,7.0,93.19
5667,Richard Davis,richard.davis52@example.com,(895) 537-4070,North,Apparel,2025-01-21,7.0,297.76
5601,Robert Brown,robert.brown43@example.com,(569) 219-7127,East,Beauty,2025-08-22,6.0,127.6
5300,Robert Jones,robert.jones85@example.com,(493) 652-2040,South,Electronics,2025-07-03,4.0,137.57
5784,Jessica Smith,jessica.smith52@example.com,(434) 823-2971,West,Apparel,2025-08-05,2.0,249.01
5231,Charles Brown,charlesbrown,(811) 632-9572,West,Electronics,2025-05-16,2.0,296.71
5843,Thomas Davis,thomas.davis56@example.com,(824) 483-8821,East,Home & Living,2025-05-25,6.0,152.88
5676,Patricia Williams,patricia.williams69@example.com,(654) 854-3332,South,Apparel,2025-01-02,7.0,147.9
5619,Elizabeth Wilson,elizabeth.wilson59@example.com,(859) 717-7754,South,Beauty,2025-08-26,4.0,128.93
5577,Robert Williams,robert.williams33@example.com,(956) 712-4694,Central,Home & Living,2025-07-29,8.0,289.27
5251,James Martin,jamesmartin,(214) 309-5053,North,Apparel,2025-07-22,7.0,146.91
5386,Thomas Jackson,thomas.jackson75@example.com,(962) 213-1185,West,Electronics,2025-07-05,2.0,230.79
5343,Michael Smith,michael.smith54@example.com,(560) 222-4782,North,Beauty,2025-02-05,6.0,236.9
5427,John Gonzalez,johngonzalez,(844) 308-4327,Central,Electronics,2025-08-05,5.0,126.22
5435,Michael Johnson,michael.johnson86@example.com,(930) 679-3063,Central,Electronics,2025-01-16,8.0,268.83
5600,Robert Anderson,Unknown,(721) 285-3103,West,Beauty,2025-08-13,4.0,268.55
5510,Sarah Wilson,sarah.wilson48@example.com,(956) 482-1873,East,Home & Living,2025-07-09,6.0,12.8
5043,William Miller,william.miller66@example.com,(370) 870-8054,South,Electronics,2025-07-30,4.0,154.79
5391,John Jones,john.jones71@example.com,(535) 639-7346,South,Electronics,2025-04-05,7.0,269.83
5124,Patricia Jackson,patricia.jackson3@example.com,(973) 846-7253,South,Beauty,2025-01-07,4.0,299.2
5790,Mary Jones,Unknown,(639) 565-4065,West,Apparel,2025-06-25,7.0,110.11
5836,Elizabeth Williams,elizabeth.williams8@example.com,(762) 387-4069,East,Beauty,2025-05-03,4.0,186.44
5482,Joseph Anderson,joseph.anderson65@example.com,(723) 459-6527,East,Home & Living,2025-04-25,5.0,255.56
5761,William Garcia,william.garcia32@example.com,(575) 450-3796,West,Electronics,2025-03-02,5.0,122.23
5135,Patricia Jones,patricia.jones22@example.com,(737) 805-4761,West,Home & Living,2025-08-22,8.0,50.95
5573,Jennifer Martinez,jennifer.martinez17@example.com,(486) 511-9023,West,Electronics,2025-06-13,6.0,72.13
5053,William Thomas,william.thomas9@example.com,(750) 374-1183,South,Home & Living,2025-08-10,2.0,255.82
5105,Karen Brown,karen.brown59@example.com,(866) 427-4282,Central,Beauty,2025-02-03,4.0,30.49
5004,Patricia Moore,patricia.moore63@example.com,(227) 295-3604,South,Apparel,2025-03-16,8.0,155.41
5160,Mary Martinez,mary.martinez51@example.com,(940) 673-6542,East,Apparel,2025-04-16,4.0,247.84
5294,Susan Lopez,susan.lopez30@example.com,(936) 412-5258,South,Beauty,2025-03-25,4.0,215.91
5643,Sarah Lopez,sarah.lopez42@example.com,(353) 367-5568,Central,Beauty,2025-01-04,2.0,142.03
5546,Barbara Lopez,barbara.lopez3@example.com,(370) 941-6744,Central,Electronics,2025-12-03,5.0,99.26
5213,Patricia Taylor,patricia.taylor79@example.com,(748) 570-3509,West,Beauty,2025-07-16,6.0,172.97
5130,Mary Brown,mary.brown15@example.com,Unknown,East,Apparel,2025-03-16,8.0,49.69
5755,Richard Hernandez,richard.hernandez62@example.com,(991) 213-5447,North,Electronics,2025-08-19,4.0,263.27
5739,Jessica Hernandez,jessica.hernandez15@example.com,(818) 909-7484,South,Apparel,2025-05-19,5.0,141.36
5506,Linda Martin,linda.martin66@example.com,(306) 978-6083,North,Apparel,2025-07-14,2.0,169.3
5756,Charles Williams,charles.williams63@example.com,(349) 527-6880,East,Electronics,2025-04-04,3.0,299.74
5533,Barbara Williams,barbara.williams11@example.com,(671) 666-9439,North,Apparel,2025-07-29,1.0,217.47
5605,Sarah Moore,sarah.moore4@example.com,(837) 485-3302,West,Electronics,2025-01-03,7.0,158.93
5296,Sarah Jones,sarah.jones75@example.com,(876) 968-1337,West,Electronics,2025-05-16,6.0,30.07
5452,John Martinez,john.martinez93@example.com,(856) 990-4587,West,Apparel,2025-05-11,1.0,114.06
5820,Michael Williams,michael.williams54@example.com,(593) 369-6333,North,Electronics,2025-04-23,6.0,58.86
5503,John Taylor,john.taylor18@example.com,(460) 980-4901,North,Apparel,2025-12-06,7.0,191.26
5683,John Martinez,Unknown,(866) 465-7279,Central,Apparel,2025-08-12,4.0,190.49
5371,Susan Gonzalez,susan.gonzalez26@example.com,(443) 653-1808,East,Electronics,2025-04-05,1.0,214.3
5109,Michael Wilson,michael.wilson61@example.com,(786) 371-1806,Central,Electronics,2025-06-18,5.0,283.16
5034,Barbara Wilson,barbara.wilson57@example.com,(220) 858-8453,East,Home & Living,2025-07-13,8.0,218.5
5133,Joseph Taylor,joseph.taylor40@example.com,(576) 614-9965,South,Beauty,2025-07-25,8.0,90.73
5395,Barbara Rodriguez,barbara.rodriguez76@example.com,(477) 471-3632,Central,Apparel,2025-03-08,5.0,273.72
5513,James Taylor,james.taylor8@example.com,(848) 409-2988,North,Apparel,2025-01-02,5.0,207.37
5587,James Moore,james.moore70@example.com,(630) 375-9645,East,Beauty,2025-06-08,1.0,141.68
5067,Linda Moore,linda.moore10@example.com,(466) 241-3276,Central,Beauty,2025-01-01,1.0,149.2
5150,Jessica Jones,jessicajones,(730) 808-5439,Central,Electronics,2025-07-21,7.0,16.06
5132,Michael Williams,michael.williams81@example.com,(925) 281-1705,West,Electronics,2025-01-03,4.0,200.78
5268,John Thomas,john.thomas36@example.com,(580) 800-7057,West,Electronics,2025-08-23,4.0,220.48
5493,William Hernandez,Unknown,(631) 796-3826,West,Beauty,2025-07-16,2.0,181.04
5248,Jennifer Williams,jennifer.williams29@example.com,(835) 424-1557,West,Electronics,2025-01-26,2.0,246.26
5817,Linda Gonzalez,linda.gonzalez98@example.com,(698) 994-4628,Central,Beauty,2025-03-13,7.0,17.49
5631,Barbara Johnson,barbara.johnson40@example.com,(448) 331-7878,North,Electronics,2025-02-11,4.0,102.25
5726,Jennifer Martin,jennifer.martin90@example.com,(583) 216-8487,North,Apparel,2025-08-18,6.0,147.49
5098,Joseph Garcia,joseph.garcia13@example.com,(961) 258-9157,South,Electronics,2025-05-01,8.0,276.21
5476,David Lopez,david.lopez94@example.com,(408) 203-4027,Central,Beauty,2025-06-20,6.0,187.18
5776,Thomas Wilson,thomas.wilson72@example.com,(994) 848-1417,South,Electronics,2025-07-04,2.0,87.86
5185,Mary Gonzalez,mary.gonzalez63@example.com,(856) 984-7345,Central,Home & Living,2025-07-24,7.0,108.32
5793,Barbara Garcia,barbara.garcia29@example.com,(538) 684-3166,East,Beauty,2025-07-04,1.0,100.39
5490,Elizabeth Garcia,elizabeth.garcia5@example.com,(623) 476-2240,West,Apparel,2025-05-04,1.0,199.26
5167,Jennifer Williams,jennifer.williams38@example.com,(499) 722-1050,East,Electronics,2025-05-26,8.0,47.41
5830,David Jackson,david.jackson43@example.com,(811) 924-7261,East,Home & Living,2025-01-09,6.0,96.12
5154,Linda Thomas,linda.thomas6@example.com,(543) 927-4620,South,Apparel,2025-12-01,7.0,246.58
5164,Susan Wilson,susan.wilson2@example.com,(216) 208-5783,East,Apparel,2025-04-06,5.0,46.25
5387,James Taylor,james.taylor29@example.com,(814) 384-5895,Central,Apparel,2025-02-06,2.0,145.54
5046,Barbara Lopez,barbaralopez,(229) 377-6322,North,Apparel,2025-03-29,3.0,238.83
5301,James Smith,james.smith22@example.com,(971) 792-9739,East,Beauty,2025-04-18,3.0,57.5
5121,Elizabeth Wilson,Unknown,(466) 924-8280,South,Home & Living,2025-07-20,5.0,277.69
5588,James Brown,james.brown81@example.com,(266) 746-1975,East,Apparel,2025-08-17,5.0,54.87
5090,Richard Wilson,richard.wilson32@example.com,(287) 234-2176,South,Electronics,2025-02-21,2.0,189.44
5796,Mary Jones,mary.jones21@example.com,(572) 877-3859,North,Beauty,2025-02-17,3.0,166.91
5108,Joseph Moore,Unknown,(739) 948-6437,North,Apparel,2025-07-02,8.0,143.63
5434,David Hernandez,davidhernandez,(998) 537-3402,South,Home & Living,2025-02-05,5.0,134.07
5762,Charles Miller,charles.miller84@example.com,(550) 941-1488,East,Apparel,2025-04-12,4.0,39.59
5680,Mary Wilson,mary.wilson84@example.com,Unknown,Central,Electronics,2025-05-24,8.0,294.96
5245,Jessica Johnson,jessica.johnson59@example.com,(766) 428-2617,East,Apparel,2025-01-05,4.0,113.48
5531,Michael Brown,michaelbrown,(916) 416-4855,South,Apparel,2025-01-11,1.0,230.77
5823,Joseph Jones,joseph.jones72@example.com,(291) 972-5800,Central,Beauty,2025-06-07,7.0,274.21
5036,Karen Garcia,Unknown,(448) 424-2577,North,Electronics,2025-02-01,4.0,213.12
5574,Elizabeth Davis,elizabeth.davis84@example.com,(587) 345-3627,East,Electronics,2025-01-07,8.0,84.49
5457,Jessica Miller,jessica.miller79@example.com,(884) 394-1549,South,Electronics,2025-03-11,5.0,225.43
5393,Jessica Hernandez,jessica.hernandez56@example.com,(946) 390-4249,East,Apparel,2025-06-30,1.0,62.55
5555,Karen Jackson,karen.jackson25@example.com,(794) 492-4163,Central,Beauty,2025-06-02,2.0,49.32
5008,Jennifer Gonzalez,jennifer.gonzalez94@example.com,(417) 574-3520,East,Apparel,2025-01-13,3.0,288.06
5495,William Wilson,william.wilson16@example.com,(363) 931-2848,South,Apparel,2025-03-13,8.0,290.51
5287,Joseph Rodriguez,josephrodriguez,(774) 643-4180,South,Electronics,2025-08-19,5.0,291.47
5041,Michael Garcia,michael.garcia24@example.com,Unknown,South,Apparel,2025-05-16,4.0,91.22
5141,Barbara Hernandez,barbara.hernandez50@example.com,(784) 323-8397,Central,Apparel,2025-07-13,8.0,223.97
5468,Thomas Davis,thomas.davis72@example.com,(558) 813-2361,North,Beauty,2025-05-15,6.0,150.2
5751,William Lopez,william.lopez99@example.com,(906) 529-9423,West,Apparel,2025-06-30,6.0,47.82
5465,Patricia Thomas,patriciathomas,(769) 983-4149,North,Apparel,2025-04-13,6.0,254.34
5645,Mary Martinez,mary.martinez68@example.com,Unknown,North,Beauty,2025-04-29,6.0,41.27
5486,Karen Johnson,karen.johnson29@example.com,(767) 292-9888,West,Apparel,2025-01-13,4.0,56.33
5144,Karen Taylor,karen.taylor28@example.com,(593) 686-3937,East,Electronics,2025-05-08,6.0,127.7
5653,Sarah Taylor,sarah.taylor53@example.com,(297) 391-7413,Central,Electronics,2025-02-01,5.0,202.99
5313,Mary Thomas,mary.thomas54@example.com,(212) 936-6243,South,Home & Living,2025-05-06,8.0,18.07
5122,Sarah Wilson,Unknown,(859) 912-4856,North,Electronics,2025-08-21,2.0,158.93
5280,Barbara Rodriguez,barbara.rodriguez26@example.com,(472) 942-1693,West,Apparel,2025-08-26,8.0,94.43
5370,Joseph Jackson,joseph.jackson55@example.com,(580) 886-2343,East,Apparel,2025-07-21,6.0,43.27
5151,Richard Williams,richard.williams59@example.com,(724) 759-8404,North,Beauty,2025-04-10,7.0,229.74
5284,Mary Jones,Unknown,(358) 428-4406,Central,Electronics,2025-03-10,6.0,146.76
5417,Sarah Martinez,sarahmartinez,(959) 430-9949,West,Home & Living,2025-03-06,2.0,240.14
5445,Patricia Smith,patricia.smith57@example.com,(576) 705-8334,West,Beauty,2025-08-19,7.0,218.81
5100,Mary Wilson,mary.wilson46@example.com,(676) 522-3032,South,Apparel,2025-04-24,8.0,231.64
5819,David Smith,david.smith18@example.com,(236) 517-9702,South,Apparel,2025-04-01,3.0,249.71
5627,Charles Gonzalez,charles.gonzalez49@example.com,(342) 964-5559,Central,Beauty,2025-01-08,1.0,49.09
5754,Robert Lopez,robert.lopez30@example.com,(465) 520-6638,West,Beauty,2025-02-26,4.0,278.54
5803,William Gonzalez,williamgonzalez,(627) 515-7212,West,Home & Living,2025-01-30,6.0,99.62
5584,Barbara Lopez,barbara.lopez24@example.com,(967) 487-3117,West,Electronics,2025-03-02,3.0,150.52
5125,John Garcia,john.garcia4@example.com,Unknown,North,Beauty,2025-07-10,3.0,83.2
5142,Susan Wilson,susan.wilson28@example.com,(951) 719-1467,North,Electronics,2025-05-07,6.0,37.05
